,Sample.Name,Phylum,Class,Order,Family,Genus,Count,,,,
18230,LVWS5_55_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillaceae_unclassified,358,0.005907856,0.005907856,,
18231,LVWS5_55_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Thalassolituus,556,0.009175329,0.009175329,6059728,
18271,LVWS5_55_TP2_12H,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,630,0.00829325,0.00829325,,
18277,LVWS5_55_TP2_12H,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,466,0.006134373,0.006134373,,
18278,LVWS5_55_TP2_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,1276,0.016797123,0.016797123,,
18279,LVWS5_55_TP2_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,441,0.005805275,0.005805275,,
18289,LVWS5_55_TP2_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,295933,3.895629312,3.895629312,,
18313,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,2773,0.036503466,0.036503466,,
18315,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,2431,0.032001415,0.032001415,,
18317,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,699,0.009201559,0.009201559,,
18321,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,470,0.006187028,0.006187028,,
18323,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,65754,0.86557839,0.86557839,,
18324,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,5477211,72.10140039,72.10140039,,
18325,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,11654,0.153411968,0.153411968,,
18326,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,15500,0.204040287,0.204040287,,
18327,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,913,0.012018631,0.012018631,,
18328,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,1419593,18.68736539,18.68736539,,
18329,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,32084,0.422350231,0.422350231,,
18330,LVWS5_55_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,27785,0.36575867,0.36575867,,
18332,LVWS5_55_TP2_12H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,2943,0.038741327,0.038741327,,
18333,LVWS5_55_TP2_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,188168,2.47702276,2.47702276,,
18403,LVWS5_55_TP2_12H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,48090,0.633051446,0.633051446,,
18404,LVWS5_55_TP2_12H,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,1082,0.014243328,0.014243328,,
18405,LVWS5_55_TP2_12H,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,643,0.008464381,0.008464381,7596539,
18420,LVWS5_55_TP2_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,521,0.015451972,0.015451972,,
18429,LVWS5_55_TP2_12L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,112796,3.345337034,3.345337034,,
18445,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,1499,0.044457784,0.044457784,,
18446,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,1517,0.044991633,0.044991633,,
18448,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,449,0.013316574,0.013316574,,
18456,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,24989,0.741131132,0.741131132,,
18457,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,2394608,71.01999028,71.01999028,,
18458,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,4661,0.138237313,0.138237313,,
18459,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,8248,0.244621617,0.244621617,,
18460,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,421,0.012486142,0.012486142,,
18461,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,627930,18.62333313,18.62333313,,
18462,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,15381,0.456174234,0.456174234,,
18463,LVWS5_55_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,14086,0.417766742,0.417766742,,
18464,LVWS5_55_TP2_12L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,1374,0.040750497,0.040750497,,
18465,LVWS5_55_TP2_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,135594,4.021486842,4.021486842,,
18513,LVWS5_55_TP2_12L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,27135,0.804777833,0.804777833,,
18514,LVWS5_55_TP2_12L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,529,0.015689238,0.015689238,3371738,
18531,LVWS5_55_TP2_13H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,125617,3.663478083,3.663478083,,
18540,LVWS5_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,507774,14.80865584,14.80865584,,
18543,LVWS5_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,349967,10.20639272,10.20639272,,
18545,LVWS5_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,143932,4.197614395,4.197614395,,
18552,LVWS5_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,46447,1.354574353,1.354574353,,
18553,LVWS5_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,1658396,48.36524833,48.36524833,,
18557,LVWS5_55_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,240196,7.00504535,7.00504535,,
18560,LVWS5_55_TP2_13H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,593,0.017294176,0.017294176,,
18561,LVWS5_55_TP2_13H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,355978,10.38169675,10.38169675,3428900,
18586,LVWS5_55_TP2_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,922,0.021499579,0.021499579,,
18587,LVWS5_55_TP2_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,2628,0.061280797,0.061280797,,
18590,LVWS5_55_TP2_13L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,1987,0.046333692,0.046333692,,
18591,LVWS5_55_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,5721,0.133404657,0.133404657,,
18592,LVWS5_55_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,1683,0.039244894,0.039244894,,
18593,LVWS5_55_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,1249,0.029124701,0.029124701,,
18599,LVWS5_55_TP2_13L,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,808,0.01884128,0.01884128,,
18600,LVWS5_55_TP2_13L,Ascomycota,Dothideomycetes,Dothideomycetes_unclassified,Dothideomycetes_unclassified,Dothideomycetes_unclassified,487,0.011356068,0.011356068,,
18601,LVWS5_55_TP2_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,175391,4.08984026,4.08984026,,
18609,LVWS5_55_TP2_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales_unclassified,Desulfurococcales_unclassified,386,0.009000908,0.009000908,,
18618,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,704724,16.43304723,16.43304723,,
18622,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,572971,13.360776,13.360776,,
18623,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,354,0.008254719,0.008254719,,
18624,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,227602,5.307318065,5.307318065,,
18629,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,566,0.013198223,0.013198223,,
18630,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,440,0.010260103,0.010260103,,
18632,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,74952,1.747761898,1.747761898,,
18633,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,1903196,44.37951561,44.37951561,,
18637,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,282663,6.591253356,6.591253356,,
18638,LVWS5_55_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,882,0.020566843,0.020566843,,
18640,LVWS5_55_TP2_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,616,0.014364144,0.014364144,,
18641,LVWS5_55_TP2_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,328228,7.65375697,7.65375697,4288456,
18685,LVWS6_30_TP1_12H,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,474,0.008207126,0.008207126,,
18687,LVWS6_30_TP1_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,5821,0.100788352,0.100788352,,
18688,LVWS6_30_TP1_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,7170,0.124145762,0.124145762,,
18695,LVWS6_30_TP1_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,250499,4.337292781,4.337292781,,
18738,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,2017,0.034923571,0.034923571,,
18740,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,417655,7.231533924,7.231533924,,
18745,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,379316,6.567709047,6.567709047,,
18746,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,11040,0.191153307,0.191153307,,
18747,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,241510,4.181651741,4.181651741,,
18750,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,5386,0.093256496,0.093256496,,
18751,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,893,0.015461948,0.015461948,,
18752,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,1023,0.017712847,0.017712847,,
18754,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,728691,12.61700132,12.61700132,,
18755,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,4412,0.076392064,0.076392064,,
18757,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,577607,10.00104061,10.00104061,,
18758,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,17437,0.301914875,0.301914875,,
18760,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,2516,0.043563562,0.043563562,,
18762,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,34665,0.600210996,0.600210996,,
18763,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,2330884,40.35835012,40.35835012,,
18764,LVWS6_30_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,2206,0.038196032,0.038196032,,
18765,LVWS6_30_TP1_12H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,740,0.012812812,0.012812812,,
18768,LVWS6_30_TP1_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,740761,12.82598868,12.82598868,,
18770,LVWS6_30_TP1_12H,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,740,0.012812812,0.012812812,,
18773,LVWS6_30_TP1_12H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,1039,0.017989881,0.017989881,,
18798,LVWS6_30_TP1_12H,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,2612,0.045225764,0.045225764,,
18842,LVWS6_30_TP1_12H,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,725,0.012553093,0.012553093,,
18847,LVWS6_30_TP1_12H,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,1617,0.027997726,0.027997726,,
18884,LVWS6_30_TP1_12H,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,3788,0.065587747,0.065587747,,
18894,LVWS6_30_TP1_12H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,873,0.015115656,0.015115656,,
18895,LVWS6_30_TP1_12H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,420,0.007272137,0.007272137,,
18903,LVWS6_30_TP1_12H,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,932,0.016137218,0.016137218,5775469,
18938,LVWS6_30_TP1_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,5622,0.055967893,0.055967893,,
18939,LVWS6_30_TP1_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,8686,0.086470494,0.086470494,,
18941,LVWS6_30_TP1_12L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,476,0.004738655,0.004738655,,
18951,LVWS6_30_TP1_12L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,408617,4.067846386,4.067846386,,
19038,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1798,0.017899372,0.017899372,,
19041,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,572312,5.69745581,5.69745581,,
19043,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,1517,0.015101973,0.015101973,,
19047,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,639127,6.362609625,6.362609625,,
19048,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,18162,0.180805561,0.180805561,,
19049,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,446334,4.443325042,4.443325042,,
19050,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,P6-b51,P6-b51_ge,560,0.005574888,0.005574888,,
19053,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,8005,0.079691032,0.079691032,,
19054,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,1005,0.010004933,0.010004933,,
19055,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,917,0.009128879,0.009128879,,
19057,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,1173143,11.67882274,11.67882274,,
19058,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,7360,0.073269955,0.073269955,,
19061,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,754285,7.509025594,7.509025594,,
19062,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,22589,0.224877041,0.224877041,,
19064,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,2900,0.028869955,0.028869955,,
19066,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,44653,0.444527625,0.444527625,,
19067,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,3581163,35.65103989,35.65103989,,
19068,LVWS6_30_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,2436,0.024250762,0.024250762,,
19071,LVWS6_30_TP1_12L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,2126,0.021164664,0.021164664,,
19074,LVWS6_30_TP1_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,2327528,23.17090665,23.17090665,,
19075,LVWS6_30_TP1_12L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,140,0.001393722,0.001393722,,
19080,LVWS6_30_TP1_12L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,841,0.008372287,0.008372287,,
19123,LVWS6_30_TP1_12L,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,2977,0.029636502,0.029636502,,
19191,LVWS6_30_TP1_12L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,744,0.007406637,0.007406637,,
19207,LVWS6_30_TP1_12L,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,1240,0.012344395,0.012344395,,
19265,LVWS6_30_TP1_12L,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,403,0.004011928,0.004011928,,
19269,LVWS6_30_TP1_12L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,4984,0.049616502,0.049616502,,
19285,LVWS6_30_TP1_12L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,540,0.005375785,0.005375785,,
19297,LVWS6_30_TP1_12L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1855,0.018466816,0.018466816,10045045,
19328,LVWS6_30_TP1_13H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,366,0.006452452,0.006452452,,
19329,LVWS6_30_TP1_13H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,605,0.010665939,0.010665939,,
19335,LVWS6_30_TP1_13H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,154428,2.72251176,2.72251176,,
19377,LVWS6_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,402526,7.096392938,7.096392938,,
19381,LVWS6_30_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,307854,5.427358609,5.427358609,,
