,Sample.Name,Phylum,Class,Order,Family,Genus,Count,,,,
16394,LVWS5_30_TP1_13L,Nanoarchaeaeota,Nanoarchaeia,Nanoarchaeales,Nanoarchaeaceae,Nanoarchaeum,509,0.005802599,0.005802599,,
16445,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,393,0.004480199,0.004480199,,
16556,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,366,0.004172399,0.004172399,,
16562,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoaceae_unclassified,710,0.008093999,0.008093999,,
16565,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithrix,2333,0.026596196,0.026596196,,
16615,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,10040,0.114455985,0.114455985,,
16639,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,608,0.006931199,0.006931199,,
16646,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,6749,0.07693859,0.07693859,,
16647,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,4093,0.046660194,0.046660194,,
16665,LVWS5_30_TP1_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1512,0.017236798,0.017236798,,
16681,LVWS5_30_TP1_13L,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,431,0.004913399,0.004913399,8771931,
16720,LVWS5_30_TP2_12H,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,357,0.003623639,0.003623639,,
16721,LVWS5_30_TP2_12H,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,943,0.009571686,0.009571686,,
16727,LVWS5_30_TP2_12H,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,638,0.00647586,0.00647586,,
16729,LVWS5_30_TP2_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,1416,0.014372754,0.014372754,,
16730,LVWS5_30_TP2_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,438,0.00444581,0.00444581,,
16741,LVWS5_30_TP2_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,382601,3.883495835,3.883495835,,
16779,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,793,0.008049148,0.008049148,,
16782,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,524524,5.324049779,5.324049779,,
16787,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,22682,0.230227973,0.230227973,,
16789,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,4092,0.041534823,0.041534823,,
16794,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,632,0.006414958,0.006414958,,
16796,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,5044271,51.20061218,51.20061218,,
16797,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,38870,0.394540221,0.394540221,,
16799,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,17798,0.180654151,0.180654151,,
16800,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,1889298,19.1768472,19.1768472,,
16801,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,159,0.00161389,0.00161389,,
16802,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,757,0.007683739,0.007683739,,
16804,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,325107,3.299917357,3.299917357,,
16805,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,20303,0.206080528,0.206080528,,
16806,LVWS5_30_TP2_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,1254,0.012728414,0.012728414,,
16807,LVWS5_30_TP2_12H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,854,0.008668314,0.008668314,,
16808,LVWS5_30_TP2_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,1572460,15.96086226,15.96086226,,
16943,LVWS5_30_TP2_12H,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,736,0.007470584,0.007470584,,
16961,LVWS5_30_TP2_12H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,614,0.006232254,0.006232254,,
16962,LVWS5_30_TP2_12H,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,377,0.003826644,0.003826644,9851974,
17008,LVWS5_30_TP2_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,548,0.009355348,0.009355348,,
17018,LVWS5_30_TP2_12L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,160414,2.738556258,2.738556258,,
17051,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,356,0.006077562,0.006077562,,
17054,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,264769,4.520084294,4.520084294,,
17058,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,12234,0.208856442,0.208856442,,
17060,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,2593,0.044267186,0.044267186,,
17067,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,2944559,50.26893212,50.26893212,,
17068,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,21455,0.36627554,0.36627554,,
17070,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,7962,0.135925698,0.135925698,,
17071,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,781117,13.3350758,13.3350758,,
17072,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,118,0.002014473,0.002014473,,
17073,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,449,0.00766524,0.00766524,,
17075,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,138084,2.35734289,2.35734289,,
17076,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,11099,0.189479945,0.189479945,,
17077,LVWS5_30_TP2_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,724,0.012359986,0.012359986,,
17080,LVWS5_30_TP2_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,1511131,25.79773123,25.79773123,5857612,
17230,LVWS5_30_TP2_13H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,110980,3.544614457,3.544614457,,
17248,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,8687,0.27745599,0.27745599,,
17251,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,942,0.030086744,0.030086744,,
17258,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,16701,0.533416886,0.533416886,,
17260,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,137197,4.381964945,4.381964945,,
17261,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,857672,27.39337331,27.39337331,,
17263,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,992,0.031683705,0.031683705,,
17265,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,147195,4.701293251,4.701293251,,
17266,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,1419848,45.34883535,45.34883535,,
17267,LVWS5_30_TP2_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,838,0.026765065,0.026765065,,
17268,LVWS5_30_TP2_13H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,600,0.019163531,0.019163531,,
17269,LVWS5_30_TP2_13H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,429295,13.71134676,13.71134676,3130947,
17365,LVWS5_30_TP2_13L,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,529,0.009237507,0.009237507,,
17366,LVWS5_30_TP2_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,2143,0.03742151,0.03742151,,
17367,LVWS5_30_TP2_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,5925,0.103463576,0.103463576,,
17373,LVWS5_30_TP2_13L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,3537,0.061763826,0.061763826,,
17375,LVWS5_30_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,8266,0.144342603,0.144342603,,
17376,LVWS5_30_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,2953,0.051565897,0.051565897,,
17377,LVWS5_30_TP2_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,1772,0.030943031,0.030943031,,
17378,LVWS5_30_TP2_13L,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,395,0.006897572,0.006897572,,
17380,LVWS5_30_TP2_13L,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,386,0.006740412,0.006740412,,
17383,LVWS5_30_TP2_13L,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,775,0.01353321,0.01353321,,
17384,LVWS5_30_TP2_13L,Ascomycota,Dothideomycetes,Dothideomycetes_unclassified,Dothideomycetes_unclassified,Dothideomycetes_unclassified,390,0.006810261,0.006810261,,
17386,LVWS5_30_TP2_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,253493,4.426547234,4.426547234,,
17418,LVWS5_30_TP2_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Ignicoccaceae,Ignicoccus,809,0.014126925,0.014126925,,
17430,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,1645,0.02872533,0.02872533,,
17433,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,20688,0.361258138,0.361258138,,
17437,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,1029,0.017968611,0.017968611,,
17439,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,409,0.007142043,0.007142043,,
17443,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,391,0.006827723,0.006827723,,
17444,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,4058,0.070861636,0.070861636,,
17446,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,45124,0.787964628,0.787964628,,
17447,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Thiovulaceae_unclassified,405,0.007072194,0.007072194,,
17449,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,272767,4.763113812,4.763113812,,
17450,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,1385079,24.18653618,24.18653618,,
17452,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,1577,0.0275379,0.0275379,,
17454,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,233347,4.074753613,4.074753613,,
17455,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,3007549,52.51844315,52.51844315,,
17456,LVWS5_30_TP2_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,2008,0.035064112,0.035064112,,
17457,LVWS5_30_TP2_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,992,0.017322509,0.017322509,,
17460,LVWS5_30_TP2_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,458320,8.003278704,8.003278704,,
17486,LVWS5_30_TP2_13L,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,682,0.011909225,0.011909225,,
17555,LVWS5_30_TP2_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithrix,1071,0.018702024,0.018702024,,
17572,LVWS5_30_TP2_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,3662,0.063946602,0.063946602,,
17581,LVWS5_30_TP2_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,2516,0.043934913,0.043934913,,
17582,LVWS5_30_TP2_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,1499,0.026175848,0.026175848,,
17589,LVWS5_30_TP2_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,462,0.00806754,0.00806754,5726653,
17610,LVWS5_55_TP1_12H,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,842,0.018132808,0.018132808,,
17615,LVWS5_55_TP1_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,701,0.015096316,0.015096316,,
17625,LVWS5_55_TP1_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,88828,1.912946588,1.912946588,,
17657,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,938,0.020200206,0.020200206,,
17659,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,936,0.020157135,0.020157135,,
17661,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,839,0.018068201,0.018068201,,
17666,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,19613,0.422373817,0.422373817,,
17667,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,4091526,88.11265254,88.11265254,,
17668,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,2759,0.059416171,0.059416171,,
17669,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,9544,0.205533866,0.205533866,,
17670,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,453,0.009755537,0.009755537,,
17671,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,329918,7.104916381,7.104916381,,
17672,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,682,0.014687143,0.014687143,,
17673,LVWS5_55_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,16575,0.356949269,0.356949269,,
17675,LVWS5_55_TP1_12H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,885,0.01905883,0.01905883,,
17681,LVWS5_55_TP1_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,78478,1.690055189,1.690055189,4643517,
17797,LVWS5_55_TP1_12L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,1091,1.17988039,1.17988039,,
17803,LVWS5_55_TP1_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,91376,98.82011961,98.82011961,92467,
17829,LVWS5_55_TP1_13H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,624880,4.309635533,4.309635533,,
17874,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,10698,0.073781336,0.073781336,,
17879,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,11651,0.08035393,0.08035393,,
17880,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,396,0.002731109,0.002731109,,
17881,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,4694,0.032373302,0.032373302,,
17886,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,1406,0.009696818,0.009696818,,
17888,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,95803,0.660728481,0.660728481,,
17889,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,11114980,76.65713859,76.65713859,,
17890,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,19098,0.13171396,0.13171396,,
17891,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,44521,0.307049807,0.307049807,,
17892,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,2947,0.020324696,0.020324696,,
17893,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,1772326,12.22327344,12.22327344,,
17894,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,10304,0.07106402,0.07106402,,
17895,LVWS5_55_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,70355,0.485220215,0.485220215,,
17897,LVWS5_55_TP1_13H,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,4731,0.032628482,0.032628482,,
17899,LVWS5_55_TP1_13H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,707903,4.882223664,4.882223664,,
17995,LVWS5_55_TP1_13H,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,1730,0.011931362,0.011931362,,
18009,LVWS5_55_TP1_13H,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1179,0.008131258,0.008131258,14499602,
18025,LVWS5_55_TP1_13L,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,636,0.010495521,0.010495521,,
18026,LVWS5_55_TP1_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,2312,0.038153528,0.038153528,,
18027,LVWS5_55_TP1_13L,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,6826,0.11264532,0.11264532,,
18031,LVWS5_55_TP1_13L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,1860,0.030694447,0.030694447,,
18033,LVWS5_55_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,7177,0.118437659,0.118437659,,
18034,LVWS5_55_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,2111,0.034836547,0.034836547,,
18035,LVWS5_55_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,1226,0.020231931,0.020231931,,
18043,LVWS5_55_TP1_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,102982,1.699449216,1.699449216,,
18074,LVWS5_55_TP1_13L,Crenarchaeota,Thermoprotei,Desulfurococcales,Ignicoccaceae,Ignicoccus,405,0.006683468,0.006683468,,
18082,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,6345,0.10470767,0.10470767,,
18084,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,8365,0.1380425,0.1380425,,
18086,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,3951,0.065200946,0.065200946,,
18091,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,613,0.010115966,0.010115966,,
18092,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,775,0.012789353,0.012789353,,
18094,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,31643,0.522185154,0.522185154,,
18095,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,4999440,82.50271299,82.50271299,,
18096,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Lebetimonas,5075,0.083749634,0.083749634,,
18097,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,21814,0.359983154,0.359983154,,
18098,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,555,0.009158827,0.009158827,,
18099,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,531598,8.77263798,8.77263798,,
18100,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,8284,0.136705806,0.136705806,,
18101,LVWS5_55_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,38015,0.627338389,0.627338389,,
18102,LVWS5_55_TP1_13L,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,1201,0.019819371,0.019819371,,
18107,LVWS5_55_TP1_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,271768,4.484821761,4.484821761,,
18112,LVWS5_55_TP1_13L,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,374,0.006171894,0.006171894,,
18123,LVWS5_55_TP1_13L,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,2845,0.046949302,0.046949302,,
18221,LVWS5_55_TP1_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,618,0.010198478,0.010198478,,
